text,title
The accident occurred on the Bharuch Cable Bridge when another tanker was moving from behind in a liquid bulling tanker. The bulling tanker's exit valve collapsed. It pushed two trucks out of the liquid bulling on the cable bridge. There was an atmosphere of confusion as the motorists who were obstructing the road slipped. The accident occurred when JJ 18 U 6240 was crossing about 16 tons of liquid bulling tanker on the cable bridge.,Bol train collides with cable-stayed bridge in Bharuch
Former India opening batsman Wasim Jaffer compared Prithvi Shaw to a more disciplined player off the field. Shaw was handed an 8-month ban after his impressive debut against the West Indies in a Test. He returned to rival cricket after the end of the ban and bid a good farewell to Indian home cricket on this year's tour of New Zealand.,The young Indian batsman is as obese as Sehwag and has the ability to dismiss poor bowlers.
"Actor Akshay Kumar and Kareena Kapoor Khan, popularly known as Bollywood Bebo, will be seen in producer Karan Johar's next. Along with the two, Diljit Dosanjh and Kiara Advani will also play pivotal roles in the film. The film is being directed by Raj Mehta under the banner of Dharma Productions. The film is based on the lives of two couples. The title of the film is currently under consideration. The shooting of the film is expected to begin later this year. Kareena Kapoor Khan will once again be seen in the audience as Akshay Kumar's wife.",Akshay Kumar-Kareena Kapoor Khan to share the silver screen again
"Indian cricket team captain Virat Kohli takes to the field with his performance. Virat Kohli's batting fan is not only in India but all over the world. Virat has earned his special place in the cricket world in the last few years. But like cricket captain Kohli, now another Kohli is bouncing on the video-making app TikTok. Let me tell you, not captain Virat Kohli, but his teammate. The name of this person who looks like Virat Kohli is also Gaurav Arora. Popular TikTok star. Pride currently has more than 4 million followers on TikTok. His video has 32. 9 million likes. Video making cap TikTok Gaurav Arora is also being followed by many people because he looks like Virat Kohli.",Team India captain Virat Kohli jumps on TikTok! Find out what the facts are
"Wuhan, June 25: US Sloane Stephens, the champion of the last Grand Slam US Open, and runner-up Madison Kayes both lost in the first round of the Wuhan Open. Stephens was defeated by China's Vogue Qiang 6-2,6 -2, Madison Kayes was defeated by US qualifier Warvara Lepchenko 6-2,7 -6. Stephens and Madinus Kayes both reached the tennis court for the first time since the US Open final but were disappointed in the first round itself.",US Open champion Stephens crashed out in the first round of the Wuhan Open
"New Delhi, January 5, 2020: The Budget Session of Parliament will commence on Tuesday, January 29. The first session will continue till January 15. The second session will present the Union Budget in Parliament on February 1. On the first day of the Budget Session or January 29, President Ram Nath Kovind will address both the Houses.",The Budget session of Parliament will begin on January 29 and the Budget will be presented on February 1
"Ahmedabad, June 17, 2021 On Thursday, the second wave of coronavirus hit the state. Daily cases of coronavirus have been declining significantly in the last few days. According to the data released by the state government in the last 24 hours, 283 new cases of coronavirus have been reported in the state, 6 people have died due to the infection. The number of people who have recovered from coronavirus in the state is once again much higher than the number of new arrivals from coronavirus. The recovery rate of coronavirus in the state has reached 97.84 per cent. With 283 new cases reported, 770 people have recovered in the state today. A total of 8,03,122 patients have recovered from coronavirus so far. A total of 10,018 people have recovered from coronavirus as of today.","The state recorded less than 300 coronavirus cases for the third consecutive day, taking the recovery rate to 97.84 per cent"
"Bollywood actress Kangana Ranaut is known for her good understanding of films and fashion. However, the actress said that it didn't take her long to be at the forefront of fashion. Kangana said that she changed her look as a teenager. Kangana said in one of her statements, ""I started my journey from a small village and it didn't take me long to become a fashion giant. I have been changing my look since I was a teenager. I don't feel anything different in my cave town because of this fashion.""","Talking about her stylish fashion, Kangana Ranaut said, ""Come here."""
"There are many cases of lover-lover suicide, but this is probably the first time that a lover has committed suicide near the door of his lover's house in Ahmedabad. The lover took a fire bath in front of his lover's house living in an apartment in Ghatlodia area of Ahmedabad. The lover took a fire bath in front of his lover's house next to the door of the lover's house.",The boyfriend takes a bath near the door of the boyfriend's house in Ahmedabad
"Since the beginning of the month of Shravan, the Shravania gambling season has gained momentum across Saurashtra in Purabbahar. A few days ago, a young leader was arrested in Vadodara when he was caught gambling from a BJP corporator's wadi in Junagadh.","Vadodara: 11 Nabiras, including a BJP Yuva Morcha minister, have been arrested for gambling."
"Hungry criminals in Havas are facing repeated complaints of rape and molestation without fear of the law. Today there was an incident of attempted rape in Bharuch encounter. A young man tried to break into a house and rape a young woman with unstable brain. A young woman with unstable brain tried to rape a young woman in a village in Jhagadia taluka of Bharuch. The girl's mother opened the door of the house and went to get a biscuit, and the 20-year-old girl with unstable brain tried to rob the lonely girl and forcefully raped the young man of the village. However, the mother who returned home with the biscuit suspected that the door of the house was locked.",Hungry assailants kill Havas who took a young woman with an unstable brain home and tried to rape her in Bharuch
"Former opposition leader Shaktisinh Gohil on issuing warrant to pass convener Hardik Patel said, The BJP government has lost.","One click on latest update, new twist in Hardik CCTV footage leak"
"Nepal's KP Sharma Oli government is seeing a lot of confusion over the issue of ongoing tensions with India. On the one hand, Prime Minister Oli has alleged that attempts are being made to remove him due to the inclusion of Indian territories in Nepal's map. On the other hand, Nepal's Foreign Minister Pradeep Kumar Gyawali said on Monday, ""We hope that the issue of border disputes between India and Nepal will not affect its bilateral relations, and the issue of border disputes between India and Nepal will be resolved publicly.""","Nepal government in turmoil over relations with India, Prime Minister and Foreign Minister spar"
